image_path,label,degrees,source,messy,paddle_pred,paddle_lat,onnx_pred,onnx_lat,optimum_pred,optimum_lat
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/AUDITED REPORT 2081 (1) (1)_page_0003_rot270.png,3,270,AUDITED REPORT 2081 (1) (1)_page_0003.png,False,3,34.947415988426656,3,26.734416009276174,3,25.627042006817646
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/AUDITED REPORT 2081 (1) (1)_page_0004_rot0.png,0,0,AUDITED REPORT 2081 (1) (1)_page_0004.png,False,0,43.90366699954029,0,35.1948750030715,0,35.57537499000318
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/AUDITED REPORT 2081 (1) (1)_page_0004_rot90.png,1,90,AUDITED REPORT 2081 (1) (1)_page_0004.png,False,1,33.077707994380035,1,24.235000004409812,1,24.065207995590754
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/AUDITED REPORT 2081 (1) (1)_page_0004_rot180.png,2,180,AUDITED REPORT 2081 (1) (1)_page_0004.png,False,2,42.50474998843856,2,31.63170799962245,2,30.847000001813285
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/AUDITED REPORT 2081 (1) (1)_page_0004_rot270.png,3,270,AUDITED REPORT 2081 (1) (1)_page_0004.png,False,3,53.201333998003975,3,34.12866698636208,3,35.02437499992084
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/AUDITED REPORT 2081 (1) (1)_page_0005_rot0.png,0,0,AUDITED REPORT 2081 (1) (1)_page_0005.png,True,0,35.10962499422021,0,25.782833006815054,0,23.771291991579346
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/AUDITED REPORT 2081 (1) (1)_page_0005_rot90.png,1,90,AUDITED REPORT 2081 (1) (1)_page_0005.png,True,1,41.9664999935776,1,26.833750001969747,1,27.345583992428146
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/AUDITED REPORT 2081 (1) (1)_page_0005_rot180.png,2,180,AUDITED REPORT 2081 (1) (1)_page_0005.png,False,2,40.25483400619123,2,31.91033299663104,2,29.90079199662432
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/AUDITED REPORT 2081 (1) (1)_page_0005_rot270.png,3,270,AUDITED REPORT 2081 (1) (1)_page_0005.png,True,3,34.89224999793805,3,26.97683400765527,3,25.212790991645306
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/AUDITED REPORT 2081 (1) (1)_page_0006_rot0.png,0,0,AUDITED REPORT 2081 (1) (1)_page_0006.png,False,0,31.2283329985803,0,22.22800000163261,0,22.924375007278286
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/AUDITED REPORT 2081 (1) (1)_page_0006_rot90.png,1,90,AUDITED REPORT 2081 (1) (1)_page_0006.png,True,1,40.03024999110494,1,31.340000001364388,1,31.196666997857392
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/AUDITED REPORT 2081 (1) (1)_page_0006_rot180.png,2,180,AUDITED REPORT 2081 (1) (1)_page_0006.png,True,2,29.039999993983656,2,22.604709010920487,2,21.207291007158346
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/AUDITED REPORT 2081 (1) (1)_page_0006_rot270.png,3,270,AUDITED REPORT 2081 (1) (1)_page_0006.png,False,3,38.2422080001561,3,32.22345899848733,3,30.387541992240585
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/AUDITED REPORT 2081 (1) (1)_page_0007_rot0.png,0,0,AUDITED REPORT 2081 (1) (1)_page_0007.png,False,0,40.54091600119136,0,33.24695798801258,0,31.508374988334253
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/AUDITED REPORT 2081 (1) (1)_page_0007_rot90.png,1,90,AUDITED REPORT 2081 (1) (1)_page_0007.png,False,1,30.7628750015283,1,21.866499999305233,1,22.0599169988418
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/AUDITED REPORT 2081 (1) (1)_page_0007_rot180.png,2,180,AUDITED REPORT 2081 (1) (1)_page_0007.png,False,2,35.209499998018146,2,26.84025000780821,2,28.324917002464645
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/AUDITED REPORT 2081 (1) (1)_page_0007_rot270.png,3,270,AUDITED REPORT 2081 (1) (1)_page_0007.png,False,3,45.42224999750033,3,38.42166600225028,3,35.67841601034161
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0001_rot0.png,0,0,Audit Report (1)_page_0001.png,False,0,42.10050000983756,0,33.62808399833739,0,32.859209008165635
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0001_rot90.png,1,90,Audit Report (1)_page_0001.png,False,1,48.27808300615288,1,50.4522499977611,1,40.84162499930244
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0001_rot180.png,2,180,Audit Report (1)_page_0001.png,False,2,42.78887499822304,2,64.24400000832975,2,54.25266700331122
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0001_rot270.png,3,270,Audit Report (1)_page_0001.png,False,3,38.12054100853857,3,30.250124997110106,3,31.52012499049306
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0002_rot0.png,0,0,Audit Report (1)_page_0002.png,True,0,50.573041997267865,0,43.016416995669715,0,42.983334002201445
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0002_rot90.png,1,90,Audit Report (1)_page_0002.png,False,1,35.50554200774059,1,39.058958005625755,1,27.725541993277147
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0002_rot180.png,2,180,Audit Report (1)_page_0002.png,False,2,44.090084003983065,2,58.21191699942574,2,37.985832997947
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0002_rot270.png,3,270,Audit Report (1)_page_0002.png,True,3,42.227959012961946,3,86.11933399515692,3,33.689916992443614
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0003_rot0.png,0,0,Audit Report (1)_page_0003.png,False,0,51.15458300861064,0,45.02312499971595,0,43.23183301312383
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0003_rot90.png,1,90,Audit Report (1)_page_0003.png,True,1,34.462417010217905,1,27.273792002233677,1,25.151833993731998
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0003_rot180.png,2,180,Audit Report (1)_page_0003.png,False,2,36.854082994977944,2,31.172292001429014,2,29.95504099817481
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0003_rot270.png,3,270,Audit Report (1)_page_0003.png,True,3,42.12958400603384,3,33.85162500489969,3,32.60187500563916
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0005_rot0.png,0,0,Audit Report (1)_page_0005.png,False,0,51.404291996732354,0,40.03720798937138,0,40.258207998704165
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0005_rot90.png,1,90,Audit Report (1)_page_0005.png,True,1,35.73429200332612,1,24.092165986075997,1,23.622416993021034
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0005_rot180.png,2,180,Audit Report (1)_page_0005.png,True,2,42.86070799571462,2,32.12262499437202,2,31.531667002127506
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0005_rot270.png,3,270,Audit Report (1)_page_0005.png,False,3,49.1736249969108,3,39.12045800825581,3,38.59770800045226
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0006_rot0.png,0,0,Audit Report (1)_page_0006.png,True,0,43.37204199691769,0,34.747957994113676,0,35.034333006478846
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0006_rot90.png,1,90,Audit Report (1)_page_0006.png,False,1,34.211291000247,1,31.495999995968305,1,25.471832996117882
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0006_rot180.png,2,180,Audit Report (1)_page_0006.png,False,2,44.403541993233375,2,41.400333007914014,2,36.333666008431464
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0006_rot270.png,3,270,Audit Report (1)_page_0006.png,False,3,33.769999994547106,3,30.821749998722225,3,26.685125005315058
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0007_rot0.png,0,0,Audit Report (1)_page_0007.png,False,0,45.72904099768493,0,41.353417007485405,0,38.22641700389795
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0007_rot90.png,1,90,Audit Report (1)_page_0007.png,False,1,50.13237499224488,1,49.74295900319703,1,38.04991699871607
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0007_rot180.png,2,180,Audit Report (1)_page_0007.png,False,2,57.45224999554921,2,38.3271250029793,2,34.20266699686181
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0007_rot270.png,3,270,Audit Report (1)_page_0007.png,True,3,46.2965409969911,3,43.28695799631532,3,35.06500000366941
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0008_rot0.png,0,0,Audit Report (1)_page_0008.png,True,0,50.400500011164695,0,45.256875004270114,0,40.54554099275265
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0008_rot90.png,1,90,Audit Report (1)_page_0008.png,False,1,32.51641600218136,1,27.6072909909999,1,24.58616600779351
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0008_rot180.png,2,180,Audit Report (1)_page_0008.png,False,2,40.49570899223909,2,34.1029580013128,2,34.54279100697022
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report (1)_page_0008_rot270.png,3,270,Audit Report (1)_page_0008.png,True,3,31.184791994746774,3,26.070291991345584,3,24.471540993545204
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0001_rot0.png,0,0,Audit Report NFRS Sample 1 (1)_page_0001.png,False,0,34.22858301200904,0,34.209291989100166,0,27.06933299486991
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0001_rot90.png,1,90,Audit Report NFRS Sample 1 (1)_page_0001.png,False,1,35.398334002820775,1,30.72629199596122,1,27.828874997794628
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0001_rot180.png,2,180,Audit Report NFRS Sample 1 (1)_page_0001.png,True,2,32.22187499341089,2,30.654375004814938,2,24.592834000941366
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0001_rot270.png,3,270,Audit Report NFRS Sample 1 (1)_page_0001.png,False,3,44.73804100416601,3,40.8357920096023,3,36.85808400041424
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0002_rot0.png,0,0,Audit Report NFRS Sample 1 (1)_page_0002.png,True,0,32.93033299269155,0,26.34312500595115,0,23.579125001560897
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0002_rot90.png,1,90,Audit Report NFRS Sample 1 (1)_page_0002.png,False,1,51.72245801077224,1,37.3559169966029,1,33.5695410030894
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0002_rot180.png,2,180,Audit Report NFRS Sample 1 (1)_page_0002.png,True,2,36.41433299344499,2,27.53237501019612,2,26.06516699597705
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0002_rot270.png,3,270,Audit Report NFRS Sample 1 (1)_page_0002.png,False,3,45.24279199540615,3,35.59524999582209,3,38.6276669887593
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0003_rot0.png,0,0,Audit Report NFRS Sample 1 (1)_page_0003.png,False,0,32.14079199824482,0,26.828332993318327,0,27.63733299798332
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0003_rot90.png,1,90,Audit Report NFRS Sample 1 (1)_page_0003.png,True,1,134.80862499272916,1,39.13137500057928,1,40.351457995711826
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0003_rot180.png,2,180,Audit Report NFRS Sample 1 (1)_page_0003.png,False,2,58.56495798798278,2,35.278291994472966,2,35.66170801059343
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0003_rot270.png,3,270,Audit Report NFRS Sample 1 (1)_page_0003.png,False,3,61.799416987923905,3,27.88558400061447,3,27.754334005294368
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0004_rot0.png,0,0,Audit Report NFRS Sample 1 (1)_page_0004.png,False,0,45.55370900197886,0,39.45366700645536,0,34.49308300332632
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0004_rot90.png,1,90,Audit Report NFRS Sample 1 (1)_page_0004.png,False,1,39.60462499526329,1,31.40775000792928,1,37.68462500011083
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0004_rot180.png,2,180,Audit Report NFRS Sample 1 (1)_page_0004.png,False,2,49.64354100229684,2,41.177667008014396,2,43.579417004366405
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0004_rot270.png,3,270,Audit Report NFRS Sample 1 (1)_page_0004.png,False,3,35.788749999483116,3,28.140708003775217,3,28.023040998959914
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0005_rot0.png,0,0,Audit Report NFRS Sample 1 (1)_page_0005.png,False,0,42.639583989512175,0,35.30854100245051,0,36.70574999705423
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0005_rot90.png,1,90,Audit Report NFRS Sample 1 (1)_page_0005.png,True,1,34.94570800103247,1,36.34458300075494,1,28.13554200110957
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0005_rot180.png,2,180,Audit Report NFRS Sample 1 (1)_page_0005.png,True,2,37.21270800451748,2,93.04666699608788,2,26.159582994296215
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0005_rot270.png,3,270,Audit Report NFRS Sample 1 (1)_page_0005.png,False,3,46.35012500511948,3,53.22462499316316,3,35.67208300228231
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0006_rot0.png,0,0,Audit Report NFRS Sample 1 (1)_page_0006.png,False,0,40.87499999150168,0,43.45841699978337,0,33.37499999906868
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0006_rot90.png,1,90,Audit Report NFRS Sample 1 (1)_page_0006.png,True,1,43.90679200878367,1,58.0012499995064,1,37.25824999855831
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0006_rot180.png,2,180,Audit Report NFRS Sample 1 (1)_page_0006.png,False,2,39.192791999084875,2,37.08741698937956,2,31.8952499947045
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0006_rot270.png,3,270,Audit Report NFRS Sample 1 (1)_page_0006.png,True,3,35.47687499667518,3,30.50174999225419,3,28.61125000345055
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0007_rot0.png,0,0,Audit Report NFRS Sample 1 (1)_page_0007.png,True,0,39.32854199956637,0,30.943958001444116,0,27.785083002527244
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0007_rot90.png,1,90,Audit Report NFRS Sample 1 (1)_page_0007.png,False,1,40.43212500982918,1,34.085375009453855,1,29.747084001428448
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0007_rot180.png,2,180,Audit Report NFRS Sample 1 (1)_page_0007.png,True,2,31.392666991450824,2,31.801707998965867,2,22.29612499650102
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0007_rot270.png,3,270,Audit Report NFRS Sample 1 (1)_page_0007.png,False,3,43.665541990776546,3,54.43449999438599,3,54.277167000691406
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0008_rot0.png,0,0,Audit Report NFRS Sample 1 (1)_page_0008.png,False,0,41.883083002176136,0,40.988541004480794,0,33.821457996964455
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0008_rot90.png,1,90,Audit Report NFRS Sample 1 (1)_page_0008.png,True,1,39.87854199658614,1,38.7557089998154,1,30.88137500162702
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0008_rot180.png,2,180,Audit Report NFRS Sample 1 (1)_page_0008.png,True,2,37.736166996182874,2,32.159417009097524,2,30.87200000300072
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0008_rot270.png,3,270,Audit Report NFRS Sample 1 (1)_page_0008.png,False,3,48.7742090044776,3,50.333042003330775,3,42.48995799571276
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0009_rot0.png,0,0,Audit Report NFRS Sample 1 (1)_page_0009.png,False,0,36.686583000118844,0,33.3073340007104,0,28.250999996089377
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0009_rot90.png,1,90,Audit Report NFRS Sample 1 (1)_page_0009.png,False,1,44.969000009587035,1,42.89670899743214,1,34.2832080059452
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0009_rot180.png,2,180,Audit Report NFRS Sample 1 (1)_page_0009.png,False,2,38.94216699700337,2,36.33145800267812,2,30.90324999357108
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0009_rot270.png,3,270,Audit Report NFRS Sample 1 (1)_page_0009.png,False,3,39.78004099917598,3,39.50637500383891,3,31.800041993847117
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0010_rot0.png,0,0,Audit Report NFRS Sample 1 (1)_page_0010.png,True,0,41.50412499438971,0,37.32108300027903,0,29.541415991843678
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0010_rot90.png,1,90,Audit Report NFRS Sample 1 (1)_page_0010.png,False,1,47.592541988706216,1,36.39299998758361,1,33.58866600319743
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0010_rot180.png,2,180,Audit Report NFRS Sample 1 (1)_page_0010.png,False,2,35.877332993550226,2,27.6072909909999,2,26.594541006488726
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0010_rot270.png,3,270,Audit Report NFRS Sample 1 (1)_page_0010.png,False,3,42.81283299496863,3,42.388792004203424,3,35.617042012745515
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0011_rot0.png,0,0,Audit Report NFRS Sample 1 (1)_page_0011.png,False,0,41.181250009685755,0,34.25874999084044,0,33.92329200869426
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0011_rot90.png,1,90,Audit Report NFRS Sample 1 (1)_page_0011.png,False,1,44.96583300351631,1,37.4090840050485,1,39.20724999625236
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0011_rot180.png,2,180,Audit Report NFRS Sample 1 (1)_page_0011.png,False,2,45.195917002274655,2,39.29833399888594,2,37.52600000007078
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0011_rot270.png,3,270,Audit Report NFRS Sample 1 (1)_page_0011.png,False,3,42.00287500862032,3,32.385958009399474,3,33.93750000395812
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0012_rot0.png,0,0,Audit Report NFRS Sample 1 (1)_page_0012.png,False,0,47.22895800659899,0,38.07637499994598,0,36.951959002180956
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated_messy/Audit Report NFRS Sample 1 (1)_page_0012_rot90.png,1,90,Audit Report NFRS Sample 1 (1)_page_0012.png,True,1,42.82541701104492,1,34.103540994692594,1,34.41316599491984
