image_path,label,degrees,source,messy,paddle_pred,paddle_lat,onnx_pred,onnx_lat,optimum_pred,optimum_lat
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0006_rot180.png,2,180,page_0006.png,True,2,31.944457994541153,2,25.208667007973418,2,25.3069169993978
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0006_rot270.png,3,270,page_0006.png,True,3,35.712541997781955,3,27.975083008641377,3,28.55870799976401
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0007_rot0.png,0,0,page_0007.png,False,0,40.61662500316743,0,35.54829199856613,0,34.10416599945165
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0007_rot90.png,1,90,page_0007.png,False,1,32.603874991764314,1,25.568957993527874,1,27.42949999810662
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0007_rot180.png,2,180,page_0007.png,True,2,32.8787500038743,2,26.46466699661687,2,27.639167004963383
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0007_rot270.png,3,270,page_0007.png,False,3,29.75962500204332,3,23.92762499221135,3,23.967042012372985
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0008_rot0.png,0,0,page_0008.png,True,0,36.18720899976324,0,31.684208996011876,0,29.88233300857246
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0008_rot90.png,1,90,page_0008.png,False,1,37.03262501221616,1,30.757833999814466,1,33.73441699659452
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0008_rot180.png,2,180,page_0008.png,False,2,34.2891670006793,2,26.96837500843685,2,28.35158300877083
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0008_rot270.png,3,270,page_0008.png,True,3,30.48487499472685,3,23.690290996455587,3,23.39624999149237
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0009_rot0.png,0,0,page_0009.png,False,0,41.75387500436045,0,34.151042011217214,0,35.238500000559725
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0009_rot90.png,1,90,page_0009.png,True,1,40.085750006255694,1,32.06429100828245,1,32.94508400722407
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0009_rot180.png,2,180,page_0009.png,False,2,43.04025000601541,2,34.78995899786241,2,36.48549999343231
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0009_rot270.png,3,270,page_0009.png,True,3,37.506542008486576,3,27.817832989967428,3,28.17429199058097
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0010_rot0.png,0,0,page_0010.png,False,0,43.75450000225101,0,34.565084002679214,0,35.047500001383014
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0010_rot90.png,1,90,page_0010.png,True,1,33.77520800859202,1,22.84700000018347,1,25.19791699887719
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0010_rot180.png,2,180,page_0010.png,False,2,44.82695899787359,2,32.89799999038223,2,34.6270839945646
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0010_rot270.png,3,270,page_0010.png,False,3,38.60629099654034,3,26.75824999460019,3,30.105750003713183
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0012_rot0.png,0,0,page_0012.png,True,0,33.90529200260062,0,23.386499990010634,0,23.732707995804958
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0012_rot90.png,1,90,page_0012.png,True,1,38.73908398963977,1,27.745542000047863,1,28.70004199212417
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0012_rot180.png,2,180,page_0012.png,False,2,40.93358300451655,2,35.069541991106234,2,32.18262500013225
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0012_rot270.png,3,270,page_0012.png,True,3,36.796708998735994,3,29.92133400402963,3,30.259084000135772
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0013_rot0.png,0,0,page_0013.png,True,0,32.72299999662209,0,23.967917004483752,0,26.501916989218444
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0013_rot90.png,1,90,page_0013.png,True,1,32.04391700273845,1,23.814083993784152,1,26.557791003142484
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0013_rot180.png,2,180,page_0013.png,False,2,31.99550000135787,2,24.06662500288803,2,25.38945800915826
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0013_rot270.png,3,270,page_0013.png,True,3,32.745874996180646,3,27.873750004800968,3,27.879624991328456
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0014_rot0.png,0,0,page_0014.png,False,0,30.837040991173126,0,25.804709002841264,0,27.357875005691312
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0014_rot90.png,1,90,page_0014.png,True,1,43.62449998734519,1,35.27895799197722,1,36.98695900675375
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0014_rot180.png,2,180,page_0014.png,True,2,31.506333005381748,2,24.27449999959208,2,24.37249998911284
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0014_rot270.png,3,270,page_0014.png,False,3,33.03674999915529,3,25.00787499593571,3,25.51458300149534
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0015_rot0.png,0,0,page_0015.png,True,0,42.568582997773774,0,35.12191599293146,0,36.45249998953659
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0015_rot90.png,1,90,page_0015.png,False,1,32.69520899630152,1,23.70550000341609,1,26.36666600301396
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0015_rot180.png,2,180,page_0015.png,False,2,36.87470899603795,2,36.951416986994445,2,33.61108399985824
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0015_rot270.png,3,270,page_0015.png,False,3,31.5959580038907,3,94.2898749926826,3,26.66554100869689
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0016_rot0.png,0,0,page_0016.png,True,0,35.54416701081209,0,39.79883299325593,0,29.681165993679315
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0016_rot90.png,1,90,page_0016.png,True,1,34.897792007541284,1,35.475665994454175,1,29.142041996237822
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0016_rot180.png,2,180,page_0016.png,False,2,36.815500003285706,2,38.39420799340587,2,30.86416600854136
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0016_rot270.png,3,270,page_0016.png,False,3,43.60741699929349,3,54.43250000826083,3,34.27412500604987
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0018_rot0.png,0,0,page_0018.png,False,0,40.31512500660028,0,40.96691698941868,0,33.4947499941336
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0018_rot90.png,1,90,page_0018.png,False,1,50.115082995034754,1,49.48133300058544,1,38.47083300934173
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0018_rot180.png,2,180,page_0018.png,True,2,41.49029198742937,2,46.62866699800361,2,37.38770799827762
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0018_rot270.png,3,270,page_0018.png,False,3,43.37779099296313,3,48.81229100283235,3,38.007124996511266
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0019_rot0.png,0,0,page_0019.png,False,0,42.45187499327585,0,35.99966700130608,0,42.1836669993354
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0019_rot90.png,1,90,page_0019.png,True,1,33.930416000657715,1,26.63491699786391,1,32.47975000704173
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0019_rot180.png,2,180,page_0019.png,False,2,42.15154200210236,2,34.99862499302253,2,42.12612500123214
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0019_rot270.png,3,270,page_0019.png,False,3,42.70716599421576,3,34.17820800677873,3,36.54579201247543
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0020_rot0.png,0,0,page_0020.png,False,0,43.78020799777005,0,32.8682499966817,0,34.53520800394472
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0020_rot90.png,1,90,page_0020.png,False,1,42.399791986099444,1,34.49070799979381,1,32.77991700451821
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0020_rot180.png,2,180,page_0020.png,False,2,47.810290998313576,2,38.86216699902434,2,41.20879199763294
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0020_rot270.png,3,270,page_0020.png,True,3,42.890415992587805,3,36.619958002120256,3,35.34495799976867
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0021_rot0.png,0,0,page_0021.png,False,0,40.6041669921251,0,33.4641250083223,0,33.23758400802035
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0021_rot90.png,1,90,page_0021.png,True,1,45.02883300301619,1,42.72720900189597,1,37.36200000275858
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0021_rot180.png,2,180,page_0021.png,False,2,43.738499996834435,2,38.330499999574386,2,34.71541698672809
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0021_rot270.png,3,270,page_0021.png,False,3,63.25866701081395,3,36.71466700325254,3,40.98350000276696
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0022_rot0.png,0,0,page_0022.png,True,0,33.66054101206828,0,28.295249998336658,0,29.1663329990115
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0022_rot90.png,1,90,page_0022.png,False,1,39.19320800923742,1,32.29779200046323,1,33.307416990282945
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0022_rot180.png,2,180,page_0022.png,False,2,33.5585419961717,2,25.96983300463762,2,29.202165998867713
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0022_rot270.png,3,270,page_0022.png,False,3,45.64245798974298,3,38.32129199872725,3,44.95470800611656
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0023_rot0.png,0,0,page_0023.png,False,0,44.277167005930096,0,33.91841700067744,0,38.721333010471426
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0023_rot90.png,1,90,page_0023.png,False,1,35.89033300522715,1,27.77720900485292,1,30.20420800021384
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0023_rot180.png,2,180,page_0023.png,False,2,32.110332991578616,2,26.643999997759238,2,27.14900000137277
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0023_rot270.png,3,270,page_0023.png,False,3,42.947583002387546,3,36.350041002151556,3,38.65708300145343
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0024_rot0.png,0,0,page_0024.png,False,0,44.45250000571832,0,34.38550001010299,0,39.98724999837577
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0024_rot90.png,1,90,page_0024.png,False,1,45.06387500441633,1,35.96141700109001,1,38.7848750106059
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0024_rot180.png,2,180,page_0024.png,False,2,33.30883299349807,2,28.40858399576973,2,26.33725000487175
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0024_rot270.png,3,270,page_0024.png,False,3,44.17637499864213,3,37.27420799259562,3,36.41112499462906
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0025_rot0.png,0,0,page_0025.png,True,0,32.28841700183693,0,24.788292008452117,0,26.393708991236053
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0025_rot90.png,1,90,page_0025.png,False,1,45.51525000715628,1,36.44349999376573,1,36.09104199858848
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0025_rot180.png,2,180,page_0025.png,False,2,34.235875005833805,2,26.62050000799354,2,25.801666008192115
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0025_rot270.png,3,270,page_0025.png,False,3,35.982833011075854,3,28.808499992010184,3,29.183250007918105
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0026_rot0.png,0,0,page_0026.png,False,0,43.799749997560866,0,38.49920799257234,0,34.317750003538094
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0026_rot90.png,1,90,page_0026.png,True,1,35.153040997101925,1,49.56737499742303,1,28.253666998352855
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0026_rot180.png,2,180,page_0026.png,False,2,42.48433301108889,2,66.08666699321475,2,35.00737500144169
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0026_rot270.png,3,270,page_0026.png,False,3,45.50870798993856,3,59.30120901030023,3,36.60620900336653
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0027_rot0.png,0,0,page_0027.png,False,0,45.519499995862134,0,43.23508299421519,0,35.02479199960362
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0027_rot90.png,1,90,page_0027.png,False,1,41.07587500766385,1,39.2428339982871,1,35.73908400721848
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0027_rot180.png,2,180,page_0027.png,False,2,35.199082994950004,2,35.584541998105124,2,30.082583994953893
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0027_rot270.png,3,270,page_0027.png,False,3,38.215041990042664,3,34.502208000048995,3,39.35254200769123
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0028_rot0.png,0,0,page_0028.png,False,0,42.5938750122441,0,39.73362500255462,0,36.64970899990294
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0028_rot90.png,1,90,page_0028.png,False,1,36.61995899165049,1,32.56070800125599,1,29.172665992518887
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0028_rot180.png,2,180,page_0028.png,True,2,40.87266699934844,2,32.76208401075564,2,31.713917007436976
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0028_rot270.png,3,270,page_0028.png,False,3,34.4583340047393,3,27.910417004022747,3,27.923457993892953
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0029_rot0.png,0,0,page_0029.png,True,0,37.826582993147895,0,31.707458998425864,0,30.0636660103919
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0029_rot90.png,1,90,page_0029.png,True,1,43.646334001095966,1,36.76966700004414,1,36.07033299340401
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0029_rot180.png,2,180,page_0029.png,True,2,34.26904200750869,2,26.59216700703837,2,26.83133300160989
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0029_rot270.png,3,270,page_0029.png,False,3,40.502916992409155,3,33.15350000048056,3,31.966208000085317
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0030_rot0.png,0,0,page_0030.png,False,0,35.812750007607974,0,27.815333000035025,0,28.468959004385397
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0030_rot90.png,1,90,page_0030.png,False,1,44.08891699858941,1,35.53895901131909,1,35.6602920073783
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0030_rot180.png,2,180,page_0030.png,False,2,45.03737500635907,2,50.27174999122508,2,34.09425000427291
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0030_rot270.png,3,270,page_0030.png,True,3,39.85854198981542,3,61.76354100171011,3,29.603500006487593
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0031_rot0.png,0,0,page_0031.png,False,0,38.82037500443403,0,38.623000000370666,0,32.11600000213366
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0031_rot90.png,1,90,page_0031.png,False,1,36.02254200086463,1,36.658540993812494,1,26.685500008170493
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0031_rot180.png,2,180,page_0031.png,True,2,38.21349999634549,2,30.337833988596685,2,28.7119580025319
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0031_rot270.png,3,270,page_0031.png,False,3,42.29391699482221,3,33.751208989997394,3,32.575457997154444
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0032_rot0.png,0,0,page_0032.png,False,0,42.13916700973641,0,34.10266700666398,0,32.42245799629018
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0032_rot90.png,1,90,page_0032.png,False,1,46.65320800268091,1,38.5056670056656,1,39.49733299668878
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0032_rot180.png,2,180,page_0032.png,False,2,38.99620799347758,2,32.25441600079648,2,33.35724999487866
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0032_rot270.png,3,270,page_0032.png,True,3,36.44729200459551,3,27.917832994717173,3,30.659958007163368
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0033_rot0.png,0,0,page_0033.png,True,0,36.37370798969641,0,28.758040993125178,0,27.578458000789396
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0033_rot90.png,1,90,page_0033.png,True,1,38.8342090009246,1,32.51891600666568,1,30.87779199995566
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0033_rot180.png,2,180,page_0033.png,True,2,32.503916998393834,2,28.863625004305504,2,24.962291994597763
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0033_rot270.png,3,270,page_0033.png,False,3,42.45712500414811,3,36.829958989983425,3,33.801416007918306
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0034_rot0.png,0,0,page_0034.png,False,0,33.518500000354834,0,27.37962499668356,0,25.076708989217877
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0034_rot90.png,1,90,page_0034.png,True,1,43.744791008066386,1,37.198334001004696,1,35.42225000273902
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0034_rot180.png,2,180,page_0034.png,False,2,41.60691700235475,2,35.103332993458025,2,33.145000008516945
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0034_rot270.png,3,270,page_0034.png,True,3,31.79499998805113,3,24.84625000215601,3,25.221042000339366
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0035_rot0.png,0,0,page_0035.png,False,0,44.399582999176346,0,37.72045799996704,0,37.5900829967577
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0035_rot90.png,1,90,page_0035.png,True,1,46.139250000123866,1,41.11079199356027,1,37.36704199400265
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0035_rot180.png,2,180,page_0035.png,False,2,42.117332995985635,2,42.79462499835063,2,35.279957999591716
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0035_rot270.png,3,270,page_0035.png,False,3,42.49370901379734,3,41.157666011713445,3,34.30400000070222
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0036_rot0.png,0,0,page_0036.png,True,0,39.91445800056681,0,35.04337499907706,0,33.70320900285151
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0036_rot90.png,1,90,page_0036.png,False,1,45.42629100615159,1,38.57554199930746,1,39.37720799876843
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0036_rot180.png,2,180,page_0036.png,False,2,44.340583990560845,2,36.89641700475477,2,35.643124996568076
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0036_rot270.png,3,270,page_0036.png,True,3,43.58579099061899,3,35.61733299284242,3,34.48108400334604
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0037_rot0.png,0,0,page_0037.png,True,0,40.01304099801928,0,32.614290990750305,0,34.355832991423085
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0037_rot90.png,1,90,page_0037.png,False,1,42.45954198995605,1,36.73749999143183,1,37.250708002829924
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0037_rot180.png,2,180,page_0037.png,False,2,43.078457994852215,2,37.08224999718368,2,35.630040991236456
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0037_rot270.png,3,270,page_0037.png,False,3,43.043500001658686,3,35.38874999503605,3,34.81279200059362
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0038_rot0.png,0,0,page_0038.png,False,0,39.974291998078115,0,33.76787499291822,0,36.52354200312402
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0038_rot90.png,1,90,page_0038.png,False,1,34.7524159878958,1,27.640457992674783,1,25.908499999786727
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0038_rot180.png,2,180,page_0038.png,False,2,36.3979170069797,2,30.472166996332817,2,30.092125001829118
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0038_rot270.png,3,270,page_0038.png,False,3,40.42408299574163,3,33.72095900704153,3,35.955457991803996
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0039_rot0.png,0,0,page_0039.png,True,0,35.482084000250325,0,27.693915995769203,0,30.775500010349788
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0039_rot90.png,1,90,page_0039.png,False,1,32.333459006622434,1,24.492750002536923,1,28.697457993985154
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0039_rot180.png,2,180,page_0039.png,False,2,36.13216600206215,2,28.110583996749483,2,30.326665990287438
/Users/urgensingtan/Desktop/aaamnil_workspace/Research-page-orientation/data/english_only_rotated/page_0039_rot270.png,3,270,page_0039.png,True,3,33.893583007738926,3,26.15304100618232,3,28.295666008489206
